Make,Model,Year,Front Wheel Size (in),SAE Net Horsepower @ RPM,Displacement,Engine Type,"Width, Max w/o mirrors (in)","Height, Overall (in)","Length, Overall (in)",Gas Mileage,Drivetrain,Passenger Capacity,Passenger Doors,Body Style,MSRP
Nissan,Pathfinder,2011,18,260,40,6,72,72,192,15,RWD,7,4,SUV,38
Nissan,Pathfinder,2012,18,260,40,6,72,72,192,15,RWD,7,4,SUV,40
Nissan,Pathfinder,2013,20,260,35,6,77,70,197,20,FWD,7,4,SUV,39
Nissan,Pathfinder,2014,20,260,35,6,77,69,197,20,FWD,7,4,SUV,39
Nissan,Pathfinder,2015,20,260,35,6,77,69,197,20,FWD,7,4,SUV,41
Nissan,Pathfinder,2016,20,260,35,6,77,69,197,20,FWD,7,4,SUV,41
Nissan,Pathfinder,2017,20,280,35,6,77,69,198,19,4WD,7,4,SUV,43
Nissan,Pathfinder,2019,20,280,35,6,77,69,198,19,4WD,7,4,SUV,44
Nissan,Pathfinder,2020,20,280,35,6,77,69,198,19,4WD,7,4,SUV,44
Nissan,Rogue Sport,2017,16,140,20,4,72,63,172,24,AWD,5,4,SUV,22
Nissan,Rogue Sport,2019,16,140,20,4,72,63,172,24,AWD,5,4,SUV,23
Nissan,Rogue Sport,2020,16,140,20,4,72,63,172,24,AWD,5,4,SUV,24
Nissan,Rogue,2011,18,170,25,4,70,66,184,22,AWD,5,4,SUV,25
Nissan,Rogue,2012,16,170,25,4,70,65,183,22,AWD,5,4,SUV,23
Nissan,Rogue,2013,16,170,25,4,70,65,183,22,AWD,5,4,SUV,21
Nissan,Rogue,2014,17,170,25,4,72,66,182,25,AWD,5,4,SUV,24
Nissan,Rogue,2015,17,170,25,4,72,66,182,25,AWD,5,4,SUV,24
Nissan,Rogue,2016,17,170,25,4,72,66,182,25,AWD,5,4,SUV,24
Nissan,Rogue,2017,17,170,25,4,72,68,184,25,AWD,5,4,SUV,25
Nissan,Rogue,2019,17,170,25,4,72,68,184,25,AWD,5,4,SUV,26
Nissan,Rogue,2020,17,170,25,4,72,68,184,25,AWD,5,4,SUV,26
Nissan,Sentra,2011,15,140,20,4,70,59,179,27,FWD,5,4,4dr,17
Nissan,Sentra,2012,15,140,20,4,70,59,179,27,FWD,5,4,4dr,17
Nissan,Sentra,2013,16,130,18,4,69,58,182,30,FWD,5,4,4dr,16
Nissan,Sentra,2014,16,130,18,4,69,58,182,30,FWD,5,4,4dr,17
Nissan,Sentra,2015,16,120,18,4,69,58,182,30,FWD,5,4,4dr,17
Nissan,Sentra,2016,16,130,18,4,69,58,182,30,FWD,5,4,4dr,18
Nissan,Sentra,2017,18,180,16,4,69,58,183,25,FWD,5,4,4dr,24
Nissan,Sentra,2019,18,180,16,4,69,58,183,25,FWD,5,4,4dr,25
Nissan,Sentra,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nissan,Titan,2011,18,310,56,8,79,74,nan,13,RWD,6,4,Pickup,32
Nissan,Titan,2012,18,310,56,8,79,74,nan,13,RWD,6,4,Pickup,33
Nissan,Titan,2013,18,310,56,8,79,74,nan,13,RWD,6,4,Pickup,34
Nissan,Titan,2014,18,310,56,8,79,74,244,nan,RWD,6,4,Pickup,34
Nissan,Titan,2015,18,310,56,8,79,74,224,13,RWD,6,4,Pickup,32
Nissan,Titan,2016,20,310,50,8,80,78,242,nan,RWD,5,4,Pickup,57
Nissan,Titan,2017,20,390,56,8,80,75,228,15,RWD,5,4,Pickup,52
Nissan,Titan,2019,20,390,56,8,80,75,228,15,RWD,5,4,Pickup,54
Nissan,Titan,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Nissan,Versa,2011,14,100,16,4,66,60,176,25,FWD,5,4,4dr,12
Nissan,Versa,2012,15,100,16,4,66,59,175,30,FWD,5,4,4dr,13
Nissan,Versa,2013,15,100,16,4,66,60,176,26,FWD,5,4,4dr,12
Nissan,Versa,2014,15,100,16,4,66,59,175,26,FWD,5,4,4dr,12
Nissan,Versa,2015,15,100,16,4,66,59,175,26,FWD,5,4,4dr,13
Nissan,Versa,2016,15,100,16,4,66,59,175,26,FWD,5,4,4dr,13
Nissan,Versa,2017,16,100,16,4,66,60,163,31,FWD,5,4,4dr,17
Nissan,Versa,2019,15,100,16,4,66,60,163,31,FWD,5,4,4dr,15
Nissan,Versa,2020,15,120,16,4,68,57,177,32,FWD,5,4,4dr,16
Porsche,718 Spyder,2020,20,410,40,6,71,49,174,nan,RWD,2,2,Convertible,96
Porsche,718,2017,18,300,20,4,70,50,172,21,RWD,2,2,Convertible,56
Porsche,718,2019,20,360,25,4,70,50,173,19,RWD,2,2,Convertible,82
Porsche,718,2020,20,410,40,6,71,50,175,nan,RWD,2,2,2dr,99
Porsche,911,2011,18,340,36,6,71,51,175,18,RWD,4,2,Convertible,88
Porsche,911,2012,19,350,34,6,71,51,176,19,RWD,4,2,Convertible,93
Porsche,911,2013,19,350,34,6,71,51,176,19,RWD,4,2,Convertible,93
Porsche,911,2014,19,350,34,6,71,51,176,19,RWD,4,2,Convertible,96
Porsche,911,2015,19,350,34,6,71,51,176,19,RWD,4,2,Convertible,96
Porsche,911,2016,19,350,34,6,71,51,176,19,RWD,4,2,Convertible,96
Porsche,911,2017,19,370,30,6,72,50,177,19,AWD,4,2,Convertible,108
Porsche,911,2019,19,370,30,6,72,50,177,19,AWD,4,2,Convertible,110
Porsche,911,2020,20,440,30,6,72,51,177,18,AWD,4,2,Convertible,133
Porsche,Cayenne,2011,18,300,36,6,76,67,190,15,AWD,5,4,SUV,47
Porsche,Cayenne,2012,18,300,36,6,76,67,190,15,AWD,5,4,SUV,48
Porsche,Cayenne,2013,18,240,30,6,76,67,190,19,AWD,5,4,SUV,55
Porsche,Cayenne,2014,18,240,30,6,76,67,190,20,AWD,5,4,SUV,56
Porsche,Cayenne,2015,18,240,30,6,78,67,191,20,AWD,5,4,SUV,61
Porsche,Cayenne,2016,18,300,36,6,78,67,191,19,AWD,5,4,SUV,58
Porsche,Cayenne,2017,18,300,36,6,78,67,191,18,AWD,5,4,SUV,59
Porsche,Cayenne,2019,19,330,30,6,78,66,193,19,AWD,5,4,SUV,65
Porsche,Cayenne,2020,19,330,30,6,78,66,193,19,AWD,5,4,SUV,66
Porsche,Macan,2015,19,340,30,6,76,63,184,17,AWD,5,4,SUV,49
Porsche,Macan,2016,19,340,30,6,76,63,184,17,AWD,5,4,SUV,52
Porsche,Macan,2017,18,250,20,4,76,63,184,20,AWD,5,4,SUV,47
Porsche,Macan,2019,18,240,20,4,76,63,184,19,AWD,5,4,SUV,49
Porsche,Panamera,2011,18,300,36,6,76,55,195,18,RWD,4,4,4dr,74
Porsche,Panamera,2012,18,300,36,6,83,55,195,18,RWD,4,4,4dr,75
Porsche,Panamera,2013,18,300,36,6,76,55,195,18,RWD,4,4,4dr,75
Porsche,Panamera,2014,18,310,36,6,76,55,197,18,RWD,4,4,4dr,78
Porsche,Panamera,2015,18,310,36,6,76,55,197,18,RWD,4,4,4dr,78
Porsche,Panamera,2016,18,310,36,6,76,55,197,18,RWD,4,4,4dr,78
Porsche,Panamera,2017,19,330,30,6,76,56,198,nan,AWD,4,4,4dr,89
Porsche,Panamera,2019,19,330,30,6,76,56,198,19,AWD,4,4,4dr,90
Porsche,Panamera,2020,21,330,30,6,76,56,198,19,RWD,4,4,4dr,103
Porsche,Taycan,2020,19,520,nan,nan,77,54,195,nan,AWD,4,4,4dr,103
Ram,1500,2011,20,390,57,8,79,75,nan,14,RWD,6,4,Pickup,32
Ram,1500,2012,20,390,57,8,79,75,nan,14,RWD,6,4,Pickup,33
Ram,1500,2013,20,390,57,8,79,75,nan,14,RWD,6,4,Pickup,34
Ram,1500,2014,20,300,36,6,79,76,229,17,RWD,6,4,Pickup,35
Ram,1500,2015,20,300,36,6,79,76,229,17,RWD,6,4,Pickup,36
Ram,1500,2016,20,300,36,6,79,76,229,17,RWD,6,4,Pickup,37
Ram,1500,2017,20,300,36,6,79,76,229,17,RWD,6,4,Pickup,37
Ram,1500,2019,18,300,36,6,82,77,232,20,RWD,6,4,Pickup,38
Ram,1500,2020,18,300,36,6,82,77,232,20,RWD,6,4,Pickup,39
Ram,2500,2011,17,380,57,8,79,- ,nan,nan,RWD,6,4,Pickup,35
Ram,2500,2012,17,380,57,8,79,73,nan,nan,RWD,6,4,Pickup,36
Ram,2500,2013,17,380,57,8,79,73,nan,nan,RWD,6,4,Pickup,36
Ram,2500,2014,18,380,57,8,79,74,237,nan,RWD,6,4,Pickup,38
Ram,2500,2015,18,380,57,8,79,78,237,nan,RWD,6,4,Pickup,39
Ram,2500,2016,18,380,57,8,79,78,237,nan,RWD,6,4,Pickup,39
Ram,2500,2017,18,380,57,8,79,78,237,nan,RWD,6,4,Pickup,40
Ram,2500,2019,18,410,64,8,79,78,238,nan,RWD,6,4,Pickup,42
Ram,2500,2020,18,410,64,8,79,78,238,nan,RWD,6,4,Pickup,42
Rolls-Royce,Cullinan,2020,22,560,68,12,85,72,210,12,AWD,5,4,SUV,325
Rolls-Royce,Dawn,2016,20,560,66,12,76,59,208,12,RWD,4,2,Convertible,335
Rolls-Royce,Dawn,2017,20,560,66,12,76,59,208,12,RWD,4,2,Convertible,341
Rolls-Royce,Dawn,2020,20,560,66,12,76,59,208,12,RWD,4,2,Convertible,346
Rolls-Royce,Ghost,2011,19,560,66,12,nan,nan,nan,13,RWD,5,4,4dr,246
Rolls-Royce,Ghost,2012,19,560,66,12,76,61,212,13,RWD,5,4,4dr,246
Rolls-Royce,Ghost,2014,19,560,66,12,76,61,212,nan,RWD,5,4,4dr,263
Rolls-Royce,Ghost,2015,19,560,66,12,76,61,212,13,RWD,5,4,4dr,286
Rolls-Royce,Ghost,2016,19,560,66,12,76,61,212,13,RWD,5,4,4dr,295
Rolls-Royce,Ghost,2017,19,560,66,12,76,61,219,12,RWD,5,4,4dr,339
Rolls-Royce,Ghost,2019,19,560,66,12,76,61,219,12,RWD,5,4,4dr,345
Rolls-Royce,Phantom,2011,21,450,67,12,78,64,229,11,RWD,5,4,4dr,380
Rolls-Royce,Phantom,2012,21,450,67,12,78,64,229,11,RWD,5,4,4dr,380
Rolls-Royce,Phantom,2014,21,450,68,12,78,64,239,nan,RWD,5,4,4dr,474
Rolls-Royce,Phantom,2015,21,450,68,12,78,64,239,11,RWD,5,4,4dr,480
Rolls-Royce,Phantom,2017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Rolls-Royce,Phantom,2019,21,560,68,12,79,65,235,12,RWD,5,4,4dr,492
Rolls-Royce,Phantom,2020,21,560,68,12,79,65,235,12,RWD,5,4,4dr,492
Rolls-Royce,Wraith,2014,20,620,66,12,76,59,207,nan,RWD,4,2,2dr,284
Rolls-Royce,Wraith,2015,20,620,66,12,76,59,207,13,RWD,4,2,2dr,294
Rolls-Royce,Wraith,2016,20,620,66,12,76,59,207,13,RWD,4,2,2dr,304
Rolls-Royce,Wraith,2017,20,620,66,12,76,59,208,12,RWD,4,2,2dr,315
Rolls-Royce,Wraith,2020,20,620,66,12,76,59,208,12,RWD,4,2,2dr,320
smart,fortwo,2010,15,700,10,3,61,60,106,33,RWD,2,2,Convertible,20
smart,fortwo,2011,15,700,10,3,61,60,106,33,RWD,2,2,Convertible,17
smart,fortwo,2012,15,700,10,3,61,60,106,34,RWD,2,2,Convertible,17
smart,fortwo,2013,15,700,10,3,61,60,106,34,RWD,2,2,Convertible,17
smart,fortwo,2014,15,700,10,3,61,60,106,34,RWD,2,2,Convertible,17
smart,fortwo,2015,15,700,10,3,61,60,106,34,RWD,2,2,Convertible,17
smart,fortwo,2016,15,890,10,3,65,61,106,32,RWD,2,2,2dr,17
smart,fortwo,2017,15,890,10,3,74,61,106,31,RWD,2,2,2dr,16
smart,fortwo,2019,15,800,nan,nan,74,61,106,nan,RWD,2,2,Convertible,28
Subaru,Ascent,2019,18,260,24,4,76,71,196,21,AWD,8,4,SUV,31
Subaru,Ascent,2020,18,260,24,4,76,71,196,21,AWD,8,4,SUV,31
Subaru,BRZ,2013,17,200,20,4,69,50,166,25,RWD,4,2,2dr,28
Subaru,BRZ,2014,17,200,20,4,69,50,166,25,RWD,4,2,2dr,28
Subaru,BRZ,2015,17,200,20,4,69,50,166,25,RWD,4,2,2dr,28
Subaru,BRZ,2016,17,200,20,4,69,50,166,25,RWD,4,2,2dr,28
Subaru,BRZ,2017,17,200,20,4,69,50,166,24,RWD,4,2,2dr,28
Subaru,BRZ,2019,17,200,20,4,69,52,166,24,RWD,4,2,2dr,29
Subaru,BRZ,2020,17,200,20,4,69,52,166,24,RWD,4,2,2dr,29
Subaru,Crosstrek,2013,17,140,20,4,70,63,175,25,AWD,5,4,Station Wagon,24
Subaru,Crosstrek,2014,17,140,20,4,70,63,175,25,AWD,5,4,SUV,24
Subaru,Crosstrek,2015,17,140,20,4,70,63,175,26,AWD,5,4,SUV,24
Subaru,Crosstrek,2016,17,140,20,4,70,63,175,26,AWD,5,4,SUV,25
Subaru,Crosstrek,2017,17,140,20,4,70,63,175,26,AWD,5,4,SUV,25
Subaru,Crosstrek,2019,17,150,20,4,71,63,175,27,AWD,5,4,SUV,22
Subaru,Crosstrek,2020,17,150,20,4,71,63,175,27,AWD,5,4,SUV,23
Subaru,Forester,2011,16,170,25,4,70,65,179,21,AWD,5,4,SUV,21
Subaru,Forester,2013,16,170,25,4,70,65,179,21,AWD,5,4,SUV,22
Subaru,Forester,2014,18,250,20,4,70,68,180,23,AWD,5,4,SUV,27
Subaru,Forester,2015,18,250,20,4,70,68,180,23,AWD,5,4,SUV,28
Subaru,Forester,2016,18,250,20,4,70,68,180,23,AWD,5,4,SUV,29
Subaru,Forester,2017,18,250,20,4,70,68,181,23,AWD,5,4,SUV,29
Subaru,Forester,2019,17,180,25,4,71,67,182,26,AWD,5,4,SUV,24
Subaru,Forester,2020,17,180,25,4,71,67,182,26,AWD,5,4,SUV,24
Subaru,Impreza,2011,16,170,25,4,68,58,180,20,AWD,5,4,4dr,18
Subaru,Impreza,2012,15,140,20,4,68,57,180,27,AWD,5,4,4dr,18
Subaru,Impreza,2013,15,140,20,4,68,57,180,27,AWD,5,4,4dr,18
Subaru,Impreza,2014,15,140,20,4,68,57,180,27,AWD,5,4,4dr,18
Subaru,Impreza,2015,15,140,20,4,68,57,180,28,AWD,5,4,4dr,19
Subaru,Impreza,2016,15,140,20,4,68,57,180,28,AWD,5,4,4dr,19
Subaru,Impreza,2017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Subaru,Impreza,2019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Subaru,Impreza,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Subaru,Legacy,2011,16,170,25,4,71,59,186,23,AWD,5,4,4dr,20
Subaru,Legacy,2012,16,170,25,4,71,59,186,23,AWD,5,4,4dr,20
Subaru,Legacy,2013,16,170,25,4,71,59,187,24,AWD,5,4,4dr,21
Subaru,Legacy,2014,16,170,25,4,71,59,187,24,AWD,5,4,4dr,21
Subaru,Legacy,2015,17,170,25,4,72,59,188,26,AWD,5,4,4dr,21
Subaru,Legacy,2016,17,170,25,4,72,59,188,26,AWD,5,4,4dr,21
Subaru,Legacy,2017,17,170,25,4,72,59,188,25,AWD,5,4,4dr,21
Subaru,Legacy,2019,17,170,25,4,72,59,188,25,AWD,5,4,4dr,22
Subaru,Legacy,2020,17,180,25,4,72,59,190,27,AWD,5,4,4dr,22
Subaru,Outback,2011,16,170,25,4,71,65,188,22,AWD,5,4,Station Wagon,24
Subaru,Outback,2012,16,170,25,4,71,65,188,22,AWD,5,4,Station Wagon,24
Subaru,Outback,2013,16,170,25,4,71,66,189,24,AWD,5,4,Station Wagon,24
Subaru,Outback,2014,16,170,25,4,71,65,189,24,AWD,5,4,SUV,24
Subaru,Outback,2015,17,170,25,4,72,66,189,25,AWD,5,4,SUV,24
Subaru,Outback,2016,17,170,25,4,72,66,189,25,AWD,5,4,SUV,24
Subaru,Outback,2017,17,170,25,4,72,66,189,25,AWD,5,4,SUV,25
Subaru,Outback,2019,17,170,25,4,72,66,189,25,AWD,5,4,SUV,26
Subaru,Outback,2020,17,180,25,4,73,66,191,26,AWD,5,4,SUV,26
Subaru,STI S209,2019,19,340,25,4,72,58,181,15,AWD,5,4,4dr,63
Subaru,WRX,2011,17,260,25,4,70,58,180,19,AWD,5,4,4dr,25
Subaru,WRX,2012,17,260,25,4,70,58,180,17,AWD,5,4,4dr,25
Subaru,WRX,2013,17,260,25,4,70,58,180,17,AWD,5,4,4dr,29
Subaru,WRX,2014,17,260,25,4,70,58,180,19,AWD,5,4,4dr,25
Subaru,WRX,2015,17,260,20,4,70,58,180,19,AWD,5,4,4dr,31
Subaru,WRX,2016,18,260,20,4,70,58,180,18,AWD,5,4,4dr,31
Subaru,WRX,2017,18,260,20,4,70,58,180,18,AWD,5,4,4dr,32
Subaru,WRX,2019,18,260,20,4,70,58,180,18,AWD,5,4,4dr,33
Subaru,WRX,2020,18,260,20,4,70,58,180,18,AWD,5,4,4dr,33
Tesla,Model 3,2017,18,270,nan,nan,72,56,184,nan,RWD,5,4,4dr,44
Tesla,Model 3,2019,18,nan,nan,nan,72,56,184,nan,AWD,5,4,4dr,48
Tesla,Model S,2012,19,360,nan,nan,77,56,196,nan,RWD,5,4,4dr,57
Tesla,Model S,2013,19,360,nan,nan,77,56,196,nan,RWD,5,4,4dr,69
Tesla,Model S,2014,19,300,nan,nan,77,56,195,nan,RWD,5,4,4dr,69
Tesla,Model S,2015,19,320,nan,nan,77,56,196,nan,AWD,5,4,4dr,75
Tesla,Model S,2016,19,510,nan,nan,77,56,196,nan,AWD,5,4,4dr,73
Tesla,Model S,2017,19,nan,nan,nan,77,56,196,nan,AWD,5,4,4dr,94
Tesla,Model S,2019,19,nan,nan,nan,77,56,196,nan,AWD,5,4,4dr,94
Tesla,Model X,2016,20,510,nan,nan,78,66,198,nan,AWD,5,4,SUV,74
Tesla,Model X,2017,20,nan,nan,nan,78,66,198,nan,AWD,5,4,SUV,96
Tesla,Model X,2019,20,nan,nan,nan,78,66,198,nan,AWD,5,4,SUV,97
Tesla,Model Y,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Toyota,4Runner,2011,20,270,40,6,75,70,189,17,4WD,5,4,SUV,40
Toyota,4Runner,2012,20,270,40,6,75,70,189,17,4WD,5,4,SUV,40
Toyota,4Runner,2013,20,270,40,6,75,70,189,17,4WD,5,4,SUV,41
Toyota,4Runner,2014,20,270,40,6,75,71,191,17,4WD,5,4,SUV,43
Toyota,4Runner,2015,20,270,40,6,75,71,190,17,4WD,5,4,SUV,43
Toyota,4Runner,2016,20,270,40,6,75,71,190,17,4WD,5,4,SUV,44
Toyota,4Runner,2017,20,270,40,6,75,71,190,17,RWD,5,4,SUV,42
Toyota,4Runner,2019,20,270,40,6,75,71,190,17,RWD,5,4,SUV,43
Toyota,4Runner,2020,20,270,40,6,75,71,190,16,RWD,5,4,SUV,44
Toyota,86,2017,17,200,20,4,69,50,166,24,RWD,4,2,2dr,29
Toyota,86,2019,17,200,20,4,69,50,166,24,RWD,4,2,2dr,27
Toyota,Avalon,2011,17,260,35,6,72,58,197,20,FWD,5,4,4dr,33
Toyota,Avalon,2012,17,260,35,6,72,58,197,19,FWD,5,4,4dr,33
Toyota,Avalon,2013,18,260,35,6,72,57,195,nan,FWD,5,4,4dr,39
Toyota,Avalon,2014,18,260,35,6,72,57,195,21,FWD,5,4,4dr,39
Toyota,Avalon,2015,18,260,35,6,72,57,195,21,FWD,5,4,4dr,39
Toyota,Avalon,2016,18,260,35,6,72,57,195,21,FWD,5,4,4dr,40
Toyota,Avalon,2017,17,200,25,4,72,57,195,40,FWD,5,4,4dr,42
Toyota,Avalon,2019,18,210,25,4,72,56,195,43,FWD,5,4,4dr,42
Toyota,C-HR,2019,17,140,20,4,70,61,171,27,FWD,5,4,SUV,21
Toyota,C-HR,2020,17,140,20,4,70,61,172,27,FWD,5,4,SUV,21
Toyota,Camry,2011,16,160,25,4,71,57,189,22,FWD,5,4,4dr,21
Toyota,Camry,2012,16,170,25,4,71,57,189,25,FWD,5,4,4dr,22
Toyota,Camry,2013,16,170,25,4,71,57,189,25,FWD,5,4,4dr,22
Toyota,Camry,2014,16,170,25,4,71,57,189,25,FWD,5,4,4dr,22
Toyota,Camry,2015,16,170,25,4,71,57,190,25,FWD,5,4,4dr,22
Toyota,Camry,2016,16,170,25,4,71,57,190,25,FWD,5,4,4dr,23
Toyota,Camry,2017,16,200,25,4,71,57,190,42,FWD,5,4,4dr,26
Toyota,Camry,2019,16,200,25,4,72,56,192,51,FWD,5,4,4dr,28
Toyota,Camry,2020,16,200,25,4,72,56,192,51,FWD,5,4,4dr,28
Toyota,Corolla,2011,15,130,18,4,69,57,180,26,FWD,5,4,4dr,16
Toyota,Corolla,2012,15,130,18,4,69,57,180,26,FWD,5,4,4dr,16
Toyota,Corolla,2013,15,130,18,4,69,57,180,26,FWD,5,4,4dr,17
Toyota,Corolla,2014,15,130,18,4,69,57,182,27,FWD,5,4,4dr,17
Toyota,Corolla,2015,15,130,18,4,69,57,182,27,FWD,5,4,4dr,17
Toyota,Corolla,2016,15,130,18,4,69,57,182,nan,FWD,5,4,4dr,17
Toyota,Corolla,2017,17,130,18,4,69,57,183,28,FWD,5,4,4dr,21
Toyota,Corolla,2019,15,130,18,4,69,57,183,28,FWD,5,4,4dr,18
Toyota,Corolla,2020,15,120,18,4,70,56,182,53,FWD,5,4,4dr,23
Toyota,Highlander,2011,17,270,35,6,75,68,188,17,4WD,7,4,SUV,30
Toyota,Highlander,2012,17,270,35,6,75,68,188,17,4WD,7,4,SUV,30
Toyota,Highlander,2013,17,270,35,6,75,68,188,17,4WD,7,4,SUV,31
Toyota,Highlander,2014,19,270,35,6,75,68,191,18,AWD,7,4,SUV,41
Toyota,Highlander,2015,19,270,35,6,75,68,191,18,AWD,7,4,SUV,41
Toyota,Highlander,2016,18,270,35,6,75,68,191,18,AWD,8,4,SUV,33
Toyota,Highlander,2017,18,300,35,6,75,68,192,30,AWD,8,4,SUV,36
Toyota,Highlander,2019,18,300,35,6,75,68,192,30,AWD,8,4,SUV,37
Toyota,Highlander,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Toyota,Land Cruiser,2010,18,380,57,8,77,74,194,13,4WD,8,4,SUV,65
Toyota,Land Cruiser,2011,18,380,57,8,77,74,194,13,4WD,8,4,SUV,69
Toyota,Land Cruiser,2013,18,380,57,8,77,74,194,13,4WD,8,4,SUV,78
Toyota,Land Cruiser,2014,18,380,57,8,77,74,194,13,4WD,8,4,SUV,79
Toyota,Land Cruiser,2015,18,380,57,8,77,74,194,13,4WD,8,4,SUV,80
Toyota,Land Cruiser,2016,18,380,57,8,77,74,194,13,4WD,8,4,SUV,83
Toyota,Land Cruiser,2017,18,380,57,8,78,74,194,13,4WD,8,4,SUV,84
Toyota,Land Cruiser,2019,18,380,57,8,78,74,194,13,4WD,8,4,SUV,85
Toyota,Land Cruiser,2020,18,380,57,8,78,74,194,13,4WD,8,4,SUV,85
Toyota,Mirai,2016,17,150,nan,nan,71,60,192,nan,FWD,4,4,4dr,57
Toyota,Mirai,2017,17,150,nan,nan,71,60,192,nan,FWD,4,4,4dr,57
Toyota,Mirai,2019,17,150,nan,nan,71,60,192,nan,FWD,4,4,4dr,58
Toyota,Prius C,2012,15,730,15,4,66,56,157,53,FWD,5,4,4dr,23
Toyota,Prius C,2013,15,730,15,4,66,56,157,53,FWD,5,4,4dr,23
Toyota,Prius C,2014,15,990,15,4,66,56,157,53,FWD,5,4,4dr,23
Toyota,Prius C,2015,15,990,15,4,66,56,157,53,FWD,5,4,4dr,24
Toyota,Prius C,2016,15,990,15,4,66,57,157,nan,FWD,5,4,4dr,24
Toyota,Prius C,2017,15,990,15,4,66,58,158,48,FWD,5,4,4dr,24
Toyota,Prius C,2019,15,990,15,4,67,58,159,48,FWD,5,4,4dr,21
Toyota,Prius,2011,15,980,18,4,68,58,175,51,FWD,5,4,4dr,22
Toyota,Prius,2012,17,980,18,4,68,58,175,51,FWD,5,4,4dr,29
Toyota,Prius,2013,17,980,18,4,68,58,176,51,FWD,5,4,4dr,30
Toyota,Prius,2014,17,130,18,4,68,58,176,51,FWD,5,4,4dr,30
Toyota,Prius,2015,17,130,18,4,68,58,176,51,FWD,5,4,4dr,30
Toyota,Prius,2016,15,120,18,4,69,58,178,54,FWD,5,4,4dr,28
Toyota,Prius,2017,15,120,18,4,69,58,178,54,FWD,5,4,4dr,29
Toyota,Prius,2019,15,120,18,4,69,57,180,54,FWD,5,4,4dr,23
Toyota,Prius,2020,15,120,18,4,69,57,180,58,FWD,5,4,4dr,24
Toyota,RAV4,2011,16,170,25,4,71,66,181,21,4WD,5,4,SUV,23
Toyota,RAV4,2012,16,170,25,4,71,66,181,21,4WD,5,4,SUV,24
Toyota,RAV4,2013,17,170,25,4,72,65,179,nan,AWD,5,4,SUV,24
Toyota,RAV4,2014,17,170,25,4,72,65,179,22,AWD,5,4,SUV,24
Toyota,RAV4,2015,17,170,25,4,72,65,179,22,AWD,5,4,SUV,25
Toyota,RAV4,2016,17,170,25,4,72,65,181,22,AWD,5,4,SUV,25
Toyota,RAV4,2017,17,170,25,4,72,67,183,nan,AWD,5,4,SUV,25
Toyota,RAV4,2019,19,200,25,4,73,68,181,25,AWD,5,4,SUV,33
Toyota,RAV4,2020,19,200,25,4,73,68,181,nan,AWD,5,4,SUV,33
Toyota,Sequoia,2011,20,380,57,8,79,77,205,13,4WD,8,4,SUV,54
Toyota,Sequoia,2012,18,310,46,8,79,77,205,13,4WD,8,4,SUV,44
Toyota,Sequoia,2013,20,380,57,8,79,77,205,13,4WD,8,4,SUV,55
Toyota,Sequoia,2014,20,380,57,8,79,77,205,13,4WD,8,4,SUV,56
Toyota,Sequoia,2015,20,380,57,8,79,77,205,13,4WD,8,4,SUV,56
Toyota,Sequoia,2016,20,380,57,8,79,77,205,13,4WD,8,4,SUV,57
Toyota,Sequoia,2017,20,380,57,8,79,77,205,13,4WD,8,4,SUV,57
Toyota,Sequoia,2019,20,380,57,8,79,77,205,13,4WD,8,4,SUV,60
Toyota,Sequoia,2020,20,380,57,8,79,77,205,13,4WD,8,4,SUV,62
Toyota,Sienna,2011,17,180,27,4,78,68,200,19,FWD,7,4,Van,25
Toyota,Sienna,2012,17,180,27,4,78,68,200,19,FWD,7,4,Van,25
Toyota,Sienna,2013,17,260,35,6,78,68,200,18,FWD,7,4,Van,26
Toyota,Sienna,2014,17,260,35,6,78,68,200,18,FWD,7,4,Van,26
Toyota,Sienna,2015,17,260,35,6,78,68,200,18,FWD,7,4,Van,28
Toyota,Sienna,2016,17,260,35,6,78,68,200,18,FWD,7,4,Van,28
Toyota,Sienna,2017,17,290,35,6,78,68,200,19,FWD,7,4,Van,29
Toyota,Sienna,2019,17,290,35,6,78,68,200,19,FWD,7,4,Van,31
Toyota,Sienna,2020,17,290,35,6,78,68,200,19,FWD,7,4,Van,31
Toyota,Supra,1990,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,22
Toyota,Supra,1994,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,36
Toyota,Supra,1997,16,220,30,6,71,50,177,18,FWD,4,2,2dr,30
Toyota,Supra,2020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Toyota,Tacoma,2011,15,150,27,4,72,66,nan,19,RWD,4,2,Pickup,20
Toyota,Tacoma,2012,15,150,27,4,72,66,nan,19,RWD,4,2,Pickup,20
